Taxon_Loca,occurrence,catalogNum,occurren_1,recordedBy,individual,sex,occurren_2,previousId,associated,taxonID,scientific,kingdom,phylum,class,order,suborder,infraorder,superfamil,family,genus,subgenus,specificEp,infraspeci,taxonRank,island,country,countryCod,stateProvi,locality,verbatimDe,decimalLat,decimalLon,coordinate,georeferen,georefer_1,georefer_2,georefer_3,identifica,identifi_1,samplingPr,eventDate,eventTime,year,month,day,fieldNumbe,eventRemar,bibliograp,institutio,collection,datasetNam,basisOfRec,coast,site
"49699",imerss.org:PMLS:18418,NA,Count: many,Emily Adamczyk,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,Montague Harbour,"33",48.896354000000002,-123.403630000000007,"500",Emily Adamczyk,NA,NA,NA,NA,NA,NA,2019/05/04,12:00:00,"2019","5","4",NA,pisaster sea star on sheet,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"7"
"49699",imerss.org:iNat:24708763,NA,NA,John D Reynolds,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.872394999999997,-123.310559999999995,NA,John D Reynolds,NA,NA,NA,NA,NA,NA,2019/05/04,11:36:00,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"4"
"49699",imerss.org:iNat:24702033,NA,NA,Jason Headley,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.872369999999997,-123.310526999999993,NA,Jason Headley,NA,NA,NA,NA,NA,NA,2019/05/04,12:20:00,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"4"
"49699",imerss.org:iNat:24708761,NA,NA,John D Reynolds,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.872366999999997,-123.310502000000000,NA,John D Reynolds,NA,NA,NA,NA,NA,NA,2019/05/04,11:37:00,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"4"
"49699",imerss.org:iNat:24708488,NA,NA,NA,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.872452000000003,-123.310543999999993,"5",NA,NA,NA,NA,NA,NA,NA,2019/05/04,11:24:45,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"4"
"49699",imerss.org:iNat:24708453,NA,NA,NA,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.872340000000001,-123.310449000000006,"30",NA,NA,NA,NA,NA,NA,NA,2019/05/04,11:18:27,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"4"
"49699",imerss.org:iNat:25478055,NA,NA,Aimee Pelletier,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.901040000000002,-123.407550000000001,"5",Aimee Pelletier,NA,NA,NA,NA,NA,NA,2019/05/04,14:06:50,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"49699",imerss.org:iNat:24702036,NA,NA,Jason Headley,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.872394999999997,-123.310507999999999,NA,Jason Headley,NA,NA,NA,NA,NA,NA,2019/05/04,12:20:00,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"4"
"49699",imerss.org:iNat:24692047,NA,NA,Kelly Fretwell,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.890298999999999,-123.389499000000001,"352",Kelly Fretwell,NA,NA,NA,NA,NA,NA,2019/05/04,13:38:00,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"6"
"49699",imerss.org:iNat:24689610,NA,NA,Kalina Hunter,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.900249000000002,-123.408105000000006,"17",Kalina Hunter,NA,NA,NA,NA,NA,NA,2019/05/04,12:02:56,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"49699",imerss.org:iNat:25199535,NA,NA,Aimee Pelletier,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.872377000000000,-123.310523000000003,"5",Aimee Pelletier,NA,NA,NA,NA,NA,NA,2019/05/04,11:49:14,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"4"
"49699",imerss.org:iNat:24628952,NA,NA,NA,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,49.013686000000000,-123.572500000000005,"34",NA,NA,NA,NA,NA,NA,NA,2019/05/04,10:23:35,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"1"
"49699",imerss.org:iNat:24743633,NA,NA,Kelly Fretwell,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.888492999999997,-123.388812000000001,"308",Kelly Fretwell,NA,NA,NA,NA,NA,NA,2019/05/04,12:17:00,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"6"
"49699",imerss.org:iNat:25199531,NA,NA,Aimee Pelletier,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.872354999999999,-123.310458999999994,"5",Aimee Pelletier,NA,NA,NA,NA,NA,NA,2019/05/04,11:48:16,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"4"
"49699",imerss.org:iNat:24715142,NA,NA,Lena Dietz Chiasson,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.872199999999999,-123.310574000000003,"5",Lena Dietz Chiasson,NA,NA,NA,NA,NA,NA,2019/05/04,11:34:43,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"4"
"49699",imerss.org:iNat:24538682,NA,NA,Norah Brown,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.901161000000002,-123.407532000000003,"13",Norah Brown,NA,NA,NA,NA,NA,NA,2019/05/04,13:41:39,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"49699",imerss.org:iNat:24714971,NA,NA,Lena Dietz Chiasson,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.871428000000002,-123.311572999999996,"5",Lena Dietz Chiasson,NA,NA,NA,NA,NA,NA,2019/05/04,10:11:39,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"4"
"49699",imerss.org:iNat:24520727,NA,NA,Norah Brown,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.871484000000002,-123.311097000000004,"3",Norah Brown,NA,NA,NA,NA,NA,NA,2019/05/04,09:48:16,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"4"
"49699",imerss.org:iNat:24714303,NA,NA,NA,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,49.013432000000002,-123.573781999999994,"116",Andrew Simon,"interpretation of locality, and/or inference based on local knowledge and species ecology",corrected,shunted to adjacent intertidal,NA,NA,NA,2019/05/04,21:27:00,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"1"
"49699",imerss.org:iNat:24920268,NA,NA,Lena Dietz Chiasson,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.964725000000001,-123.515760000000000,"5",Lena Dietz Chiasson,NA,NA,NA,NA,NA,NA,2019/05/05,11:17:53,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"2"
"49699",imerss.org:iNat:24698195,NA,NA,Jason Headley,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.963275000000003,-123.514380000000003,"5",Jason Headley,NA,NA,NA,NA,NA,NA,2019/05/05,10:39:29,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"2"
"49699",imerss.org:iNat:24937177,NA,NA,Lena Dietz Chiasson,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.897432000000002,-123.410076000000004,"5",Lena Dietz Chiasson,NA,NA,NA,NA,NA,NA,2019/05/05,13:58:02,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"49699",imerss.org:iNat:24633668,NA,NA,Brian Starzomski,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.964652999999998,-123.515787000000003,"5",Brian Starzomski,NA,NA,NA,NA,NA,NA,2019/05/05,11:16:06,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"2"
"49699",imerss.org:iNat:24701227,NA,NA,Geneviève Reynolds,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.897463999999999,-123.409997000000004,"6",Geneviève Reynolds,NA,NA,NA,NA,NA,NA,2019/05/05,NA,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"49699",imerss.org:iNat:24941440,NA,NA,Katie Kushneryk,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.963695000000001,-123.514601999999996,"5",Katie Kushneryk,NA,NA,NA,NA,NA,NA,2019/05/05,10:41:29,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"2"
"49699",imerss.org:iNat:24941628,NA,NA,Katie Kushneryk,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.964413999999998,-123.515105000000005,"5",Katie Kushneryk,NA,NA,NA,NA,NA,NA,2019/05/05,11:13:14,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"2"
"49699",imerss.org:iNat:24674081,NA,NA,Brian Starzomski,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.964317000000001,-123.515022000000002,"10",Brian Starzomski,NA,NA,NA,NA,NA,NA,2019/05/05,11:12:00,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"2"
"49699",imerss.org:iNat:24942235,NA,NA,Katie Kushneryk,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.897416999999997,-123.410058000000006,"5",Katie Kushneryk,NA,NA,NA,NA,NA,NA,2019/05/05,13:51:23,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"49699",imerss.org:iNat:24674122,NA,NA,Brian Starzomski,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.964703000000000,-123.515786000000006,"2660",Brian Starzomski,NA,NA,NA,NA,NA,NA,2019/05/05,11:18:00,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"2"
"49699",imerss.org:iNat:24712045,NA,NA,NA,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.897359000000002,-123.410246000000001,"5",NA,NA,NA,NA,NA,NA,NA,2019/05/05,14:26:42,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,west,"7"
"49699",imerss.org:iNat:24771924,NA,NA,NA,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.884619999999998,-123.321132000000006,"39",NA,NA,NA,NA,NA,NA,NA,2019/05/05,22:15:00,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"3"
"49699",imerss.org:iNat:24710109,NA,NA,NA,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.963627000000002,-123.514532000000003,"5",NA,NA,NA,NA,NA,NA,NA,2019/05/05,10:44:46,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"2"
"49699",imerss.org:iNat:24710126,NA,NA,NA,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.963672000000003,-123.514540999999994,"5",NA,NA,NA,NA,NA,NA,NA,2019/05/05,10:45:27,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"2"
"49699",imerss.org:iNat:24710127,NA,NA,NA,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.963644000000002,-123.514501999999993,"5",NA,NA,NA,NA,NA,NA,NA,2019/05/05,10:45:53,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"2"
"49699",imerss.org:iNat:24674178,NA,NA,Brian Starzomski,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.964652999999998,-123.515786000000006,"5",Brian Starzomski,NA,NA,NA,NA,NA,NA,2019/05/05,11:16:00,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"2"
"49699",imerss.org:iNat:24870143,NA,NA,John D Reynolds,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.973140000000001,-123.509155000000007,NA,John D Reynolds,NA,NA,NA,NA,NA,NA,2019/05/05,11:23:00,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"2"
"49699",imerss.org:iNat:25595445,NA,NA,John D Reynolds,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.964336000000003,-123.515083000000004,"5",John D Reynolds,NA,NA,NA,NA,NA,NA,2019/05/05,11:12:00,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"2"
"49699",imerss.org:iNat:24694077,NA,NA,Geneviève Reynolds,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.963628000000000,-123.514617000000001,"6",Geneviève Reynolds,NA,NA,NA,NA,NA,NA,2019/05/05,NA,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"2"
"49699",imerss.org:iNat:24694099,NA,NA,Geneviève Reynolds,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.965136000000001,-123.516686000000007,"16",Geneviève Reynolds,NA,NA,NA,NA,NA,NA,2019/05/05,NA,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"2"
"49699",imerss.org:iNat:24920163,NA,NA,Lena Dietz Chiasson,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.963695000000001,-123.514612000000000,"5",Lena Dietz Chiasson,NA,NA,NA,NA,NA,NA,2019/05/05,10:36:52,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"2"
"49699",imerss.org:iNat:24710195,NA,NA,NA,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.965049999999998,-123.516510999999994,"5",NA,NA,NA,NA,NA,NA,NA,2019/05/05,11:25:05,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"2"
"49699",imerss.org:iNat:24920276,NA,NA,Lena Dietz Chiasson,NA,NA,PRESENT,Pisaster ochraceus,NA,iNaturalist:49699,Pisaster ochraceus,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pisaster,NA,ochraceus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.965015999999999,-123.516459999999995,"5",Lena Dietz Chiasson,NA,NA,NA,NA,NA,NA,2019/05/05,11:24:58,"2019","5","5",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"2"
"47673",imerss.org:PMLS:18520,NA,NA,Stefania Gorgopa,"1",NA,PRESENT,Pycnopodia helianthoides,NA,iNaturalist:47673,Pycnopodia helianthoides,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pycnopodia,NA,helianthoides,NA,species,Galiano Island,Canada,CA,British Columbia,Retreat Cove,"47",48.939813000000001,-123.501514000000000,"500",Stefania Gorgopa,NA,NA,NA,NA,NA,NA,2019/05/04,13:30:00,"2019","5","4",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"9"
"47673",imerss.org:PMLS:18436,NA,NA,Emily Adamczyk,"1",NA,PRESENT,Pycnopodia helianthoides,NA,iNaturalist:47673,Pycnopodia helianthoides,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,NA,NA,Asteriidae,Pycnopodia,NA,helianthoides,NA,species,Galiano Island,Canada,CA,British Columbia,Ballingall Islets Park,"72",48.906568000000000,-123.460573999999994,"500",Emily Adamczyk,NA,NA,NA,NA,NA,NA,2019/05/04,12:00:00,"2019","5","4",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"8"
"47664",imerss.org:PMLS:18435,NA,Count: few,Emily Adamczyk,NA,NA,PRESENT,Henricia leviuscula species complex,NA,iNaturalist:47664,Henricia leviuscula,Animalia,Echinodermata,Asteroidea,Spinulosida,NA,NA,NA,Echinasteridae,Henricia,NA,leviuscula,NA,species,Galiano Island,Canada,CA,British Columbia,Ballingall Islets Park,"72",48.906568000000000,-123.460573999999994,"500",Emily Adamczyk,NA,NA,NA,Species complex currently under revision.,complex,NA,2019/05/04,12:00:00,"2019","5","4",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"8"
"47664",imerss.org:PMLS:18584,NA,Count: many,Stefania Gorgopa,NA,NA,PRESENT,Henricia leviuscula species complex,NA,iNaturalist:47664,Henricia leviuscula,Animalia,Echinodermata,Asteroidea,Spinulosida,NA,NA,NA,Echinasteridae,Henricia,NA,leviuscula,NA,species,Galiano Island,Canada,CA,British Columbia,Walker Rock,"48",48.928330000000003,-123.504829999999998,"500",Stefania Gorgopa,NA,NA,NA,Species complex currently under revision.,complex,NA,2019/05/04,15:30:00,"2019","5","4",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"9"
"47664",imerss.org:PMLS:18637,NA,Count: few,Stefania Gorgopa,NA,NA,PRESENT,Henricia leviuscula species complex,NA,iNaturalist:47664,Henricia leviuscula,Animalia,Echinodermata,Asteroidea,Spinulosida,NA,NA,NA,Echinasteridae,Henricia,NA,leviuscula,NA,species,Galiano Island,Canada,CA,British Columbia,Ballingall Islets Park,"47",48.906568000000000,-123.460573999999994,"500",Stefania Gorgopa,NA,NA,NA,Species complex currently under revision.,complex,NA,2019/05/05,09:59:00,"2019","5","5",NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"8"
"63382",imerss.org:PMLS:18434,NA,Count: very many,Emily Adamczyk,NA,NA,PRESENT,Dermasterias imbricata,NA,iNaturalist:63382,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,NA,NA,NA,Asteropseidae,Dermasterias,NA,imbricata,NA,species,Galiano Island,Canada,CA,British Columbia,Ballingall Islets Park,"72",48.906568000000000,-123.460573999999994,"500",Emily Adamczyk,NA,NA,NA,NA,NA,NA,2019/05/04,12:00:00,"2019","5","4",NA,"this is their ""many""",NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation,west,"8"
"63382",imerss.org:iNat:24711786,NA,NA,NA,NA,NA,PRESENT,Dermasterias imbricata,NA,iNaturalist:63382,Dermasterias imbricata,Animalia,Echinodermata,Asteroidea,Valvatida,NA,NA,NA,Asteropseidae,Dermasterias,NA,imbricata,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,49.013182999999998,-123.573598000000004,"148",Andrew Simon,"interpretation of locality, and/or inference based on local knowledge and species ecology",corrected,shunted to adjacent intertidal,NA,NA,NA,2019/05/04,20:30:00,"2019","5","4",NA,NA,NA,iNaturalist,NA,NA,HumanObservation,east,"1"
